wrong_zipcode,Issue Repo,Latitude,Longitude,correct_zipcode
78705,COLLISION/PRIVATE PROPERTY,30.288419,-97.816718,78746
78742,Traffic Hazard,30.213094,-97.65876,78617
78752,COLLISION WITH INJURY,30.350601,-97.593041,78653
78712,Traffic Hazard,30.292074,-97.699345,78723
78728,Crash Urgent,30.439963,-97.697278,78727
78712,Crash Service,30.264547,-97.741404,78701
78742,COLLISION,30.256997,-97.611818,78725
78701,Crash Service,30.238463,-97.789115,78704
78729,Crash Urgent,30.473878,-97.781533,78717
78748,zSTALLED VEHICLE,30.167197,-97.790934,78748
78741,COLLISION,30.169342,-97.691437,78719
78742,Traffic Hazard,30.240963,-97.689165,78741
78742,Crash Urgent,30.216466,-97.66494,78617
78754,Crash Urgent,30.335949,-97.58845,78653
78742,LOOSE LIVESTOCK,30.135878,-97.655208,78617
78757,zSTALLED VEHICLE,30.388763,-97.710429,78758
78752,Traffic Hazard,30.386139,-97.695764,78758
78748,zSTALLED VEHICLE,30.094879,-97.815374,78610
78701,Traffic Hazard,30.246924,-97.777183,78704
78742,COLLISION,30.152874,-97.670531,78719
78729,Crash Service,30.401804,-97.748592,78759
78752,Crash Service,30.364323,-97.699403,78758
78729,zSTALLED VEHICLE,30.455829,-97.807038,78750
78728,Crash Urgent,30.416668,-97.706002,78759
78742,Traffic Hazard,30.223351,-97.678125,78742
78745,TRFC HAZD/ DEBRIS,30.232638,-97.818416,78745
78701,Crash Urgent,30.238803,-97.719551,78741
78712,Traffic Hazard,30.269491,-97.742271,78701
78742,Traffic Hazard,30.212451,-97.657609,78617
78757,Crash Urgent,30.383024,-97.698628,78758
78728,Crash Urgent,30.397289,-97.64272,78754
78754,COLLISION,30.347626,-97.556097,78653
78754,TRFC HAZD/ DEBRIS,30.341945,-97.536751,78653
78729,Crash Urgent,30.441592,-97.783321,78750
78728,Crash Urgent,30.40848,-97.715968,78758
78748,Crash Service,30.167197,-97.790934,78748
78757,zSTALLED VEHICLE,30.39134,-97.746092,78759
78748,Crash Urgent,30.112445,-97.80777,78747
78751,Crash Service,30.312842,-97.708244,78723
78701,Crash Urgent,30.264719,-97.78714,78746
78734,TRFC HAZD/ DEBRIS,30.276564,-98.024285,78738
78745,Traffic Hazard,30.183275,-97.786233,78748
78757,Traffic Hazard,30.397642,-97.745753,78759
78712,Traffic Hazard,30.258092,-97.737004,78702
78745,Traffic Hazard,30.219011,-97.807129,78745
78712,Crash Service,30.303065,-97.745476,78705
78703,Traffic Hazard,30.254413,-97.809617,78746
78712,Traffic Hazard,30.272157,-97.730039,78702
78739,COLLISION,30.162991,-97.862122,78739
78733,COLLISION,30.320307,-98.007051,78738
78728,Crash Urgent,30.436271,-97.699393,78727
78751,Traffic Hazard,30.328212,-97.665509,78754
78728,TRFC HAZD/ DEBRIS,30.435328,-97.676116,78728
78712,Crash Service,30.295527,-97.720931,78751
78752,Crash Urgent,30.388317,-97.650841,78753
78712,zSTALLED VEHICLE,30.236811,-97.749287,78704
78742,COLLISION,30.249077,-97.586787,78725
78733,TRFC HAZD/ DEBRIS,30.279699,-97.901942,78735
78701,TRFC HAZD/ DEBRIS,30.272272,-97.809162,78746
78756,Crash Urgent,30.335,-97.740449,78756
78751,Traffic Hazard,30.33148,-97.687254,78752
78745,Crash Service,30.20974,-97.806644,78745
78712,zSTALLED VEHICLE,30.291749,-97.737769,78705
78756,Traffic Hazard,30.320131,-97.755782,78731
78703,COLLISION,30.296119,-97.829667,78746
78756,Crash Urgent,30.352089,-97.721995,78757
78728,Crash Urgent,30.426822,-97.676935,78727
78705,COLLISION/PRIVATE PROPERTY,30.281932,-97.809197,78746
78712,Crash Urgent,30.285444,-97.725427,78722
78701,Crash Urgent,30.22248,-97.764171,78745
78741,Crash Urgent,30.21057,-97.777691,78745
78745,Crash Service,30.199964,-97.807338,78745
78742,LOOSE LIVESTOCK,30.273253,-97.504934,78653
78733,COLLISION/PRIVATE PROPERTY,30.322999,-97.971768,78738
78733,COLLISION,30.330367,-97.870232,78733
78756,Traffic Hazard,30.358421,-97.715904,78758
78757,Traffic Hazard,30.385587,-97.712318,78758
78745,Crash Urgent,30.215789,-97.797371,78745
78701,Traffic Hazard,30.222436,-97.74642,78741
78742,TRFC HAZD/ DEBRIS,30.256997,-97.611818,78725
78741,Crash Urgent,30.197263,-97.76448,78744
78728,TRFC HAZD/ DEBRIS,30.448869,-97.656096,78660
78748,Crash Service,30.160294,-97.789771,78748
78742,Traffic Hazard,30.218769,-97.669739,78719
78712,Crash Urgent,30.307551,-97.711182,78723
78712,Crash Service,30.238195,-97.732948,78741
78748,COLLISION,30.09002,-97.734513,78610
78729,Crash Urgent,30.433668,-97.768761,78759
78703,Traffic Hazard,30.335252,-97.806242,78746
78751,Crash Service,30.33412,-97.685251,78754
78748,zSTALLED VEHICLE,30.1612,-97.789191,78748
78752,Traffic Hazard,30.341884,-97.663056,78754
78712,Crash Urgent,30.284868,-97.748152,78705
78751,Traffic Hazard,30.335216,-97.697796,78752
78756,Traffic Hazard,30.341149,-97.782497,78731
78728,Crash Urgent,30.424239,-97.671002,78753
78701,Traffic Hazard,30.209423,-97.755396,78744
78729,Traffic Hazard,30.421641,-97.747221,78727
78748,COLLISION,30.150861,-97.856039,78748
78712,Crash Urgent,30.291851,-97.788342,78746
78712,Crash Urgent,30.248366,-97.735828,78704
78728,Crash Urgent,30.40848,-97.715968,78758
78712,Traffic Hazard,30.286354,-97.724711,78722
78749,Crash Service,30.234061,-97.864779,78749
78756,Traffic Hazard,30.321087,-97.729393,78751
78712,Crash Service,30.283139,-97.704342,78723
78756,Crash Urgent,30.347005,-97.712424,78752
78712,Crash Service,30.289462,-97.756259,78703
78745,Traffic Hazard,30.198508,-97.791119,78745
78751,Crash Urgent,30.323914,-97.693628,78752
78741,Traffic Hazard,30.202729,-97.771574,78745
78757,Traffic Hazard,30.3933,-97.749871,78759
78730,TRFC HAZD/ DEBRIS,30.396722,-97.922798,78734
78728,VEHICLE FIRE,30.428353,-97.675665,78728
78701,Crash Urgent,30.252988,-97.712781,78702
78728,Crash Urgent,30.422342,-97.70823,78727
78729,Traffic Hazard,30.433264,-97.768497,78759
78754,Crash Urgent,30.339816,-97.591461,78653
78712,Crash Service,30.300444,-97.758836,78703
78742,LOOSE LIVESTOCK,30.159039,-97.616113,78617
78701,Crash Urgent,30.205692,-97.758811,78745
78751,Crash Urgent,30.301409,-97.692148,78723
78752,TRFC HAZD/ DEBRIS,30.328169,-97.655258,78724
78712,Traffic Hazard,30.247946,-97.75027,78704
78728,Traffic Hazard,30.407825,-97.715854,78758
78742,Traffic Hazard,30.234353,-97.684877,78742
78745,Crash Service,30.205845,-97.806399,78745
78734,TRFC HAZD/ DEBRIS,30.4092,-98.107885,78669
78754,COLLISION WITH INJURY,30.379922,-97.526485,78653
78701,Crash Service,30.26694,-97.784791,78746
78724,LOOSE LIVESTOCK,30.336887,-97.442981,78621
78751,Traffic Hazard,30.333592,-97.705852,78752
78756,Traffic Hazard,30.35695,-97.70431,78758
78712,Crash Service,30.267771,-97.73445,78701
78745,Crash Urgent,30.193965,-97.829405,78745
78712,Crash Urgent,30.264076,-97.746941,78701
78726,Crash Service,30.428417,-97.842791,78726
78751,Traffic Hazard,30.337828,-97.66197,78754
78756,Crash Urgent,30.343974,-97.714964,78752
78741,Traffic Hazard,30.194556,-97.783239,78745
78752,Traffic Hazard,30.341884,-97.663056,78754
78748,zSTALLED VEHICLE,30.174232,-97.793431,78748
78756,Crash Urgent,30.337327,-97.755429,78731
78712,Crash Urgent,30.31649,-97.729214,78751
78712,Traffic Hazard,30.24954,-97.7497,78704
78729,Traffic Hazard,30.425939,-97.75186,78727
78729,Crash Urgent,30.454722,-97.826551,78726
78730,COLLISN/ LVNG SCN,30.387484,-97.895181,78732
78728,Traffic Hazard,30.409077,-97.716098,78759
78729,Crash Urgent,30.464773,-97.797588,78750
78748,Crash Service,30.165334,-97.78771,78748
78712,Crash Urgent,30.254248,-97.762587,78704
78701,Crash Urgent,30.234103,-97.722846,78741
78757,Crash Service,30.374914,-97.725932,78758
78701,Crash Service,30.24081,-97.718283,78741
78751,Crash Urgent,30.301409,-97.692148,78723
78756,Crash Service,30.307255,-97.781871,78746
78742,TRFC HAZD/ DEBRIS,30.247454,-97.582999,78724
78728,Crash Service,30.412656,-97.689189,78727
78712,Crash Urgent,30.274209,-97.731085,78702
78748,COLLISION,30.136601,-97.845456,78652
78749,zSTALLED VEHICLE,30.240116,-97.833289,78735
78748,Crash Service,30.164157,-97.788225,78748
78745,Crash Urgent,30.223046,-97.798657,78745
78712,Traffic Hazard,30.267374,-97.74031,78701
78752,zSTALLED VEHICLE,30.368657,-97.693855,78753
78712,Crash Urgent,30.257011,-97.746744,78704
78701,Traffic Hazard,30.266247,-97.782831,78746
78741,LOOSE LIVESTOCK,30.145585,-97.699758,78744
78745,Traffic Hazard,30.21543,-97.797687,78745
78728,Traffic Hazard,30.403591,-97.638453,78754
78722,Crash Urgent,30.255248,-97.692787,78721
78730,COLLISION,30.376607,-97.923607,78734
78712,Traffic Hazard,30.256283,-97.717077,78702
78756,zSTALLED VEHICLE,30.339443,-97.803561,78746
78756,Crash Urgent,30.352089,-97.721995,78757
78748,Crash Service,30.165682,-97.787552,78748
78742,COLLISION WITH INJURY,30.275877,-97.599956,78724
78742,Crash Urgent,30.217685,-97.683292,78719
78749,Crash Urgent,30.207873,-97.86942,78749
78728,Traffic Hazard,30.430493,-97.651415,78660
78701,Traffic Hazard,30.238393,-97.76198,78704
78726,Crash Service,30.403691,-97.854068,78726
78701,zSTALLED VEHICLE,30.22055,-97.760343,78745
78741,Traffic Hazard,30.180401,-97.748903,78744
78701,Crash Service,30.235508,-97.756365,78704
78748,TRFC HAZD/ DEBRIS,30.088846,-97.722917,78610
78724,LOOSE LIVESTOCK,30.2683,-97.494881,78653
78754,TRFC HAZD/ DEBRIS,30.348787,-97.555123,78653
78728,COLLISION,30.45804,-97.677339,78728
78722,Traffic Hazard,30.286311,-97.669407,78721
78748,Crash Urgent,30.172716,-97.782582,78745
78712,Traffic Hazard,30.233923,-97.741927,78704
78712,Crash Service,30.267951,-97.742405,78701
78752,LOOSE LIVESTOCK,30.34049,-97.663973,78754
78721,Crash Service,30.285387,-97.663845,78725
78721,Crash Service,30.285387,-97.663845,78725
78712,Crash Urgent,30.293037,-97.770549,78703
78742,zSTALLED VEHICLE,30.21987,-97.671923,78719
78754,TRFC HAZD/ DEBRIS,30.32389,-97.531862,78653
78748,Crash Urgent,30.17095,-97.783067,78744
78752,Traffic Hazard,30.34049,-97.663973,78754
78757,Crash Urgent,30.392347,-97.725626,78758
78752,Traffic Hazard,30.358056,-97.688117,78753
78724,LOOSE LIVESTOCK,30.351452,-97.450125,78621
78752,zSTALLED VEHICLE,30.358242,-97.688676,78753
78705,TRFC HAZD/ DEBRIS,30.285876,-97.806107,78746
78741,Crash Service,30.221654,-97.694299,78741
78745,Traffic Hazard,30.219314,-97.806948,78745
78712,Crash Urgent,30.303909,-97.740426,78705
78741,Traffic Hazard,30.192917,-97.778091,78745
78745,COLLISION WITH INJURY,30.232939,-97.817566,78745
78728,Traffic Hazard,30.408286,-97.713348,78758
78712,Crash Service,30.312385,-97.730763,78751
78749,Traffic Hazard,30.247066,-97.888439,78735
78701,zSTALLED VEHICLE,30.229511,-97.712633,78741
78728,Traffic Hazard,30.443555,-97.707787,78727
78741,Crash Service,30.228537,-97.706986,78741
78701,Crash Urgent,30.22366,-97.763461,78704
78741,Crash Service,30.193012,-97.77884,78745
78722,Traffic Hazard,30.253799,-97.692557,78721
78741,COLLISION,30.193012,-97.77884,78745
78742,COLLISION,30.254357,-97.605945,78724
78741,Crash Urgent,30.193012,-97.77884,78745
78712,Crash Urgent,30.256337,-97.747185,78704
78712,TRFC HAZD/ DEBRIS,30.299899,-97.794691,78746
78756,Traffic Hazard,30.32114,-97.75462,78731
78742,Crash Urgent,30.239007,-97.687546,78742
78701,Traffic Hazard,30.278733,-97.820297,78746
78751,Crash Service,30.330849,-97.718373,78752
78741,COLLISION/PRIVATE PROPERTY,30.158079,-97.680073,78719
78742,Traffic Hazard,30.206368,-97.646014,78617
78742,Traffic Hazard,30.222029,-97.682228,78719
78751,zSTALLED VEHICLE,30.322705,-97.706085,78752
78701,Traffic Hazard,30.23175,-97.758894,78704
78712,Traffic Hazard,30.260873,-97.758521,78704
78712,Crash Urgent,30.285291,-97.764575,78703
78729,Crash Urgent,30.419314,-97.747377,78759
78749,Crash Urgent,30.236445,-97.832034,78749
78728,Crash Service,30.414907,-97.696507,78758
78728,Crash Service,30.41411,-97.696836,78758
78722,Crash Urgent,30.286215,-97.678834,78721
78723,VEHICLE FIRE,30.324116,-97.629384,78724
78712,Crash Urgent,30.264936,-97.742484,78701
78728,Crash Urgent,30.408139,-97.675728,78753
78751,Crash Urgent,30.337823,-97.714411,78752
78726,TRFC HAZD/ DEBRIS,30.473459,-97.846297,78613
78752,Crash Service,30.369268,-97.667999,78753
78723,COLLISION,30.305831,-97.618598,78724
78721,Crash Urgent,30.294275,-97.626008,78724
78701,Crash Urgent,30.225906,-97.769253,78745
78712,Crash Urgent,30.242903,-97.754744,78704
78701,Traffic Hazard,30.222945,-97.763893,78704
78742,COLLISION,30.262375,-97.598564,78724
78728,COLLISION,30.45524,-97.569921,78660
78723,Traffic Hazard,30.330913,-97.623387,78724
78756,Crash Service,30.359651,-97.737975,78757
78712,Crash Urgent,30.287936,-97.744682,78705
78721,Crash Service,30.291267,-97.627934,78724
78728,Traffic Hazard,30.420636,-97.703963,78727
78728,Crash Urgent,30.414148,-97.707195,78758
78756,Traffic Hazard,30.362395,-97.74395,78757
78703,Traffic Hazard,30.335062,-97.805851,78746
78712,Traffic Hazard,30.266497,-97.744549,78701
78757,Crash Urgent,30.383248,-97.724117,78758
78728,Traffic Hazard,30.407863,-97.673951,78753
78721,COLLISION,30.286226,-97.631192,78724
78729,Traffic Hazard,30.42947,-97.759049,78727
78751,Crash Urgent,30.321868,-97.694956,78752
78748,Traffic Hazard,30.140674,-97.795998,78748
78712,Traffic Hazard,30.297226,-97.717767,78722
78723,Traffic Hazard,30.329687,-97.641041,78724
78729,zSTALLED VEHICLE,30.432694,-97.76617,78727
78712,Crash Service,30.270962,-97.752522,78703
78712,Crash Urgent,30.30995,-97.740039,78751
78701,Crash Urgent,30.237368,-97.754774,78704
78701,Traffic Hazard,30.225657,-97.724293,78741
78712,Traffic Hazard,30.283504,-97.760307,78703
78712,Crash Service,30.288114,-97.743117,78705
78712,Traffic Hazard,30.267503,-97.733502,78702
78701,Crash Urgent,30.228058,-97.761191,78704
78712,Crash Service,30.233746,-97.731792,78741
78749,Traffic Hazard,30.220663,-97.836955,78749
78751,Crash Urgent,30.330618,-97.705339,78752
78751,Crash Urgent,30.336509,-97.701944,78752
78728,Crash Urgent,30.440442,-97.698801,78727
78728,TRFC HAZD/ DEBRIS,30.426793,-97.676683,78727
78745,Crash Service,30.206365,-97.813867,78745
78756,Traffic Hazard,30.35155,-97.748874,78731
78749,Crash Urgent,30.234992,-97.852093,78749
78757,Traffic Hazard,30.365352,-97.717945,78758
78728,Traffic Hazard,30.424352,-97.671498,78753
78712,Traffic Hazard,30.271488,-97.74774,78701
78756,Crash Urgent,30.356815,-97.760258,78731
78747,TRFC HAZD/ DEBRIS,30.115334,-97.695139,78719
78701,Crash Service,30.218414,-97.756068,78745
78742,Traffic Hazard,30.232576,-97.680397,78742
78712,Traffic Hazard,30.294915,-97.719624,78751
78741,Traffic Hazard,30.190349,-97.770032,78744
78751,Crash Urgent,30.314008,-97.715068,78751
78728,COLLISION,30.466748,-97.669746,78728
78712,Crash Service,30.277063,-97.751883,78703
78728,Traffic Hazard,30.432814,-97.652856,78660
78703,Traffic Hazard,30.335252,-97.806242,78746
78754,LOOSE LIVESTOCK,30.291379,-97.464521,78653
78712,Crash Urgent,30.280335,-97.75374,78703
78712,zSTALLED VEHICLE,30.266209,-97.743496,78701
78712,Crash Urgent,30.274548,-97.771313,78703
78754,LOOSE LIVESTOCK,30.395926,-97.489312,78653
78741,Traffic Hazard,30.190256,-97.770106,78744
78741,Crash Service,30.208887,-97.772776,78745
78733,COLLISION,30.305096,-97.93609,78738
78751,Crash Urgent,30.333072,-97.704136,78752
78754,COLLISION,30.339217,-97.561543,78653
78728,TRFC HAZD/ DEBRIS,30.493826,-97.586272,78660
78728,Traffic Hazard,30.431032,-97.670341,78728
78728,TRFC HAZD/ DEBRIS,30.455985,-97.666964,78728
78741,Traffic Hazard,30.213473,-97.705653,78741
78756,Crash Urgent,30.354599,-97.761364,78731
78724,COLLISION,30.351723,-97.434848,78621
78741,TRFC HAZD/ DEBRIS,30.142112,-97.692312,78719
78757,Traffic Hazard,30.390405,-97.733603,78758
78742,Crash Urgent,30.228201,-97.682447,78742
78745,Traffic Hazard,30.20292,-97.806909,78745
78751,Crash Service,30.350822,-97.700045,78753
78748,LOOSE LIVESTOCK,30.135041,-97.823843,78652
78712,Crash Service,30.236186,-97.7248,78741
78712,Crash Service,30.254999,-97.737098,78701
78728,Traffic Hazard,30.407802,-97.678176,78753
78712,zSTALLED VEHICLE,30.260915,-97.713716,78702
78729,Crash Urgent,30.471366,-97.79045,78717
78741,Traffic Hazard,30.206188,-97.774255,78745
78757,Crash Service,30.39309,-97.732748,78758
78721,Crash Service,30.287758,-97.660287,78724
78721,Traffic Hazard,30.2882,-97.643552,78724
78712,Traffic Hazard,30.249324,-97.738976,78704
78754,COLLISION,30.39288,-97.483488,78653
78752,Crash Service,30.376738,-97.689309,78753
78742,TRFC HAZD/ DEBRIS,30.256371,-97.602933,78724
78712,Crash Service,30.260045,-97.736089,78702
78741,LOOSE LIVESTOCK,30.143988,-97.674934,78719
78734,TRFC HAZD/ DEBRIS,30.3315,-98.024524,78669
78756,zSTALLED VEHICLE,30.354858,-97.782621,78731
78712,Traffic Hazard,30.299059,-97.74696,78705
78752,Crash Service,30.360133,-97.691741,78753
78712,Crash Urgent,30.241681,-97.736964,78704
78701,Crash Service,30.248853,-97.768628,78704
78757,Traffic Hazard,30.393729,-97.74984,78759
78701,Traffic Hazard,30.260127,-97.709495,78702
78741,COLLISN/ LVNG SCN,30.161131,-97.686576,78719
78748,COLLISN/ LVNG SCN,30.113815,-97.748155,78747
78756,Crash Service,30.339443,-97.803561,78746
78741,zSTALLED VEHICLE,30.215055,-97.710298,78741
78751,Crash Urgent,30.338676,-97.682464,78753
78712,Traffic Hazard,30.276567,-97.702337,78702
78741,Traffic Hazard,30.206764,-97.740425,78744
78730,Crash Urgent,30.395304,-97.827687,78750
78729,Crash Urgent,30.471865,-97.784622,78729
78751,Crash Urgent,30.320958,-97.712973,78752
78754,COLLISION,30.376076,-97.582281,78653
78722,Traffic Hazard,30.285674,-97.665609,78721
78712,Crash Urgent,30.300571,-97.712597,78722
78757,zSTALLED VEHICLE,30.38062,-97.715934,78758
78712,Traffic Hazard,30.265629,-97.734205,78702
78741,Crash Service,30.209821,-97.746483,78744
78703,COLLISION,30.296084,-97.82949,78746
78729,Crash Service,30.447695,-97.789639,78729
78701,Traffic Hazard,30.221981,-97.748392,78704
78712,Crash Service,30.260208,-97.755307,78704
78742,COLLISION,30.249046,-97.560699,78653
78729,Crash Urgent,30.42516,-97.843922,78726
78742,COLLISION,30.248866,-97.560975,78725
78712,Crash Service,30.270292,-97.754594,78703
78747,TRFC HAZD/ DEBRIS,30.102795,-97.61178,78617
78712,Traffic Hazard,30.260873,-97.758521,78704
78729,Traffic Hazard,30.428857,-97.777018,78759
78754,Traffic Hazard,30.334023,-97.578124,78653
78728,Traffic Hazard,30.411438,-97.686657,78727
78752,Crash Urgent,30.386013,-97.695678,78758
78712,Crash Urgent,30.280406,-97.750171,78701
78701,Traffic Hazard,30.232315,-97.736888,78741
78742,COLLISION WITH INJURY,30.182718,-97.541204,78617
78741,Crash Service,30.228537,-97.706986,78741
78742,TRFC HAZD/ DEBRIS,30.280736,-97.520748,78653
78751,Crash Urgent,30.343766,-97.6968,78753
78756,Crash Service,30.351437,-97.784932,78731
78751,Crash Service,30.321798,-97.705735,78723
78729,Crash Urgent,30.448891,-97.790028,78729
78723,TRFC HAZD/ DEBRIS,30.332552,-97.616998,78754
78729,Crash Urgent,30.443538,-97.833105,78726
78733,COLLISION,30.332373,-97.968329,78738
78751,zSTALLED VEHICLE,30.335906,-97.684258,78753
78751,zSTALLED VEHICLE,30.321691,-97.697779,78752
78712,Crash Service,30.268663,-97.746405,78701
78752,Crash Service,30.360051,-97.691793,78753
78722,Traffic Hazard,30.26561,-97.695509,78721
78745,Crash Urgent,30.216886,-97.828441,78749
78739,COLLISION,30.223448,-97.953022,78737
78728,VEHICLE FIRE,30.43431,-97.6712,78728
78757,Traffic Hazard,30.361824,-97.736899,78757
78742,Traffic Hazard,30.172391,-97.629441,78617
78741,Traffic Hazard,30.210224,-97.747315,78744
78751,Crash Service,30.338413,-97.692509,78753
78745,zSTALLED VEHICLE,30.237743,-97.823603,78735
78749,zSTALLED VEHICLE,30.22584,-97.868674,78749
78757,Crash Service,30.374345,-97.736189,78757
78742,TRFC HAZD/ DEBRIS,30.172391,-97.629441,78617
78712,Traffic Hazard,30.2337,-97.740385,78741
78756,Traffic Hazard,30.320151,-97.739239,78756
78728,Crash Urgent,30.422988,-97.709585,78727
78712,Crash Urgent,30.25048,-97.75471,78704
78728,COLLISION,30.454161,-97.656077,78660
78712,Traffic Hazard,30.248974,-97.735444,78741
78728,Crash Urgent,30.424748,-97.713777,78727
78712,Traffic Hazard,30.266852,-97.734778,78701
78729,Crash Urgent,30.440673,-97.824607,78726
78701,Crash Urgent,30.242323,-97.76007,78704
78701,Crash Service,30.227814,-97.777673,78704
78712,Crash Service,30.274904,-97.725872,78702
78751,Crash Service,30.305935,-97.661021,78723
78701,Traffic Hazard,30.235273,-97.763951,78704
78741,Crash Urgent,30.201932,-97.710088,78744
78721,Crash Urgent,30.298641,-97.623203,78724
78742,COLLISION WITH INJURY,30.186348,-97.609481,78617
78741,Crash Urgent,30.191283,-97.731155,78744
78757,zSTALLED VEHICLE,30.355388,-97.793587,78730
78712,Traffic Hazard,30.308742,-97.723485,78751
78729,Traffic Hazard,30.447158,-97.804019,78750
78757,Crash Service,30.38708,-97.743704,78759
78712,Crash Service,30.27668,-97.712442,78702
78728,Crash Urgent,30.407564,-97.673301,78753
78748,COLLISION,30.124162,-97.740876,78747
78757,Traffic Hazard,30.396104,-97.73342,78759
78756,Crash Urgent,30.325736,-97.739604,78756
78752,Traffic Hazard,30.382712,-97.6979,78758
78757,Crash Service,30.393909,-97.745991,78759
78741,Crash Service,30.191998,-97.775475,78745
78712,Traffic Hazard,30.267403,-97.736817,78701
78757,Traffic Hazard,30.39027,-97.703229,78758
78701,Crash Service,30.224292,-97.746655,78741
78701,Crash Urgent,30.231674,-97.742284,78741
78749,Crash Urgent,30.235896,-97.832582,78749
78701,zSTALLED VEHICLE,30.243683,-97.690738,78742
78749,TRFC HAZD/ DEBRIS,30.217505,-97.894686,78737
78729,Crash Urgent,30.455302,-97.825926,78726
78741,Crash Urgent,30.208448,-97.781513,78745
78729,Crash Service,30.418921,-97.746409,78759
78742,TRFC HAZD/ DEBRIS,30.262679,-97.621263,78724
78749,Traffic Hazard,30.213794,-97.830349,78745
78729,TRFC HAZD/ DEBRIS,30.408721,-97.792272,78759
78721,Crash Urgent,30.287175,-97.66485,78724
78712,Crash Service,30.262943,-97.75773,78704
78742,Crash Urgent,30.232744,-97.683984,78742
78745,zSTALLED VEHICLE,30.181217,-97.782686,78745
78752,Crash Urgent,30.38496,-97.649482,78754
78728,TRFC HAZD/ DEBRIS,30.419696,-97.660884,78660
78752,Crash Urgent,30.381932,-97.686374,78753
78748,Crash Urgent,30.176782,-97.828081,78748
78756,Crash Service,30.358724,-97.746747,78731
78712,Traffic Hazard,30.266497,-97.744549,78701
78756,Traffic Hazard,30.355268,-97.70886,78758
78728,COLLISION/PRIVATE PROPERTY,30.413722,-97.6528,78660
78749,zSTALLED VEHICLE,30.23396,-97.872455,78735
78751,zSTALLED VEHICLE,30.329808,-97.705601,78752
78742,Crash Service,30.239731,-97.688313,78741
78748,COLLISN/ LVNG SCN,30.090705,-97.751619,78610
78712,Traffic Hazard,30.264287,-97.747717,78701
78712,Traffic Hazard,30.286325,-97.724751,78722
78742,COLLISION,30.248066,-97.617523,78725
78754,TRFC HAZD/ DEBRIS,30.363811,-97.584453,78653
78756,Traffic Hazard,30.34046,-97.753546,78731
78742,COLLISION,30.255767,-97.60331,78724
78703,zSTALLED VEHICLE,30.244108,-97.808974,78746
78741,Traffic Hazard,30.208448,-97.781513,78745
78712,Traffic Hazard,30.27117,-97.735448,78701
78748,Traffic Hazard,30.157503,-97.789878,78747
78751,Crash Urgent,30.317682,-97.707005,78723
78728,Crash Service,30.416013,-97.705242,78758
78712,Traffic Hazard,30.267931,-97.738695,78701
78712,Traffic Hazard,30.296542,-97.723143,78751
78748,COLLISION,30.142697,-97.842648,78652
78712,Crash Urgent,30.306999,-97.711534,78723
78712,zSTALLED VEHICLE,30.278634,-97.750704,78701
78742,COLLISN/ LVNG SCN,30.179975,-97.536047,78617
78752,Traffic Hazard,30.382712,-97.6979,78758
78728,Traffic Hazard,30.407375,-97.71428,78758
78712,Traffic Hazard,30.282572,-97.703945,78721
78729,Traffic Hazard,30.430893,-97.725734,78727
78729,Traffic Hazard,30.437194,-97.736062,78727
78712,Traffic Hazard,30.309183,-97.715573,78751
78742,TRFC HAZD/ DEBRIS,30.248866,-97.560975,78725
78729,Crash Urgent,30.455421,-97.825725,78726
78757,Crash Service,30.370161,-97.746398,78759
78729,COLLISION,30.452983,-97.828419,78726
78752,Crash Urgent,30.35895,-97.689619,78753
78748,Crash Urgent,30.116844,-97.80506,78747
78728,Traffic Hazard,30.398335,-97.70441,78758
78712,Crash Service,30.303832,-97.698939,78723
78751,Crash Urgent,30.331644,-97.685073,78752
78745,Traffic Hazard,30.209408,-97.805958,78745
78712,Crash Urgent,30.270174,-97.739337,78701
78757,zSTALLED VEHICLE,30.394085,-97.732486,78758
78701,Crash Service,30.213707,-97.769699,78745
78712,Traffic Hazard,30.269186,-97.761068,78703
78701,Crash Service,30.247622,-97.780566,78704
78712,Crash Urgent,30.297969,-97.767441,78703
78751,Crash Urgent,30.300152,-97.685908,78723
78728,Traffic Hazard,30.428903,-97.692719,78727
78728,Traffic Hazard,30.400566,-97.702997,78758
78712,Traffic Hazard,30.233556,-97.740294,78741
78756,Traffic Hazard,30.335396,-97.732892,78757
78742,TRFC HAZD/ DEBRIS,30.249844,-97.607058,78725
78749,Crash Service,30.211689,-97.876502,78749
78712,Traffic Hazard,30.262878,-97.747974,78704
78756,Crash Urgent,30.321752,-97.725828,78751
78757,Traffic Hazard,30.391435,-97.752224,78759
78742,Crash Urgent,30.221223,-97.674018,78742
78728,VEHICLE FIRE,30.446238,-97.669582,78728
78757,Crash Urgent,30.390274,-97.69633,78758
78751,Crash Service,30.320852,-97.690584,78723
78729,Traffic Hazard,30.46119,-97.794315,78750
78754,Traffic Hazard,30.343525,-97.583027,78653
78745,Crash Urgent,30.210518,-97.803619,78745
78757,Crash Urgent,30.37612,-97.780412,78750
78752,Crash Urgent,30.362078,-97.69491,78753
78712,Traffic Hazard,30.266569,-97.744811,78701
78728,Crash Service,30.423121,-97.672537,78753
78752,Crash Urgent,30.371715,-97.679128,78753
78712,Crash Urgent,30.304219,-97.743746,78705
78757,Traffic Hazard,30.390342,-97.744651,78759
78728,Traffic Hazard,30.415029,-97.697951,78758
78728,Traffic Hazard,30.416352,-97.688604,78727
78712,Crash Urgent,30.282572,-97.703945,78721
78712,Crash Urgent,30.287196,-97.726743,78705
