Camera ID,Location Name,Camera Status,Turn on Date,Camera Manufacturer,ATD Location ID,Landmark,Signal Engineer Area,Council District,Jurisdiction,Location Type,Primary St Segment ID,Cross St Segment ID,Primary Street Block,Primary Street,PRIMARY_ST_AKA,Cross Street Block,Cross Street,CROSS_ST_AKA,COA Intersection ID,Modified Date,Location,IP Comm Status,IP Comm Status Date and Time,Longitude,Latitude,Published Screenshots,Screenshot Address,Funding
297,FM 2222 RD / MOUNT BONNELL RD,TURNED_ON,05/12/2017,Spectra Enhanced,LOC16-005530,,NORTHWEST,10,AUSTIN FULL PURPOSE,ROADWAY,,,4600,FM 2222 RD,,5600, MOUNT BONNELL RD,,5152094,01/01/2019 09:46:00 AM +0000,"(30.341, -97.779)",ONLINE,01/01/2019 09:35:00 AM +0000,-97.779,30.341,,http://162.89.13.145/CCTVImages/CCTV297.jpg,
291, BRAZOS ST / 3RD ST,TURNED_ON,,Sarix,LOC16-004935,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,300, BRAZOS ST,,100, 3RD ST,,5157052,01/05/2019 09:45:00 AM +0000,"(30.2648773, -97.7425079)",ONLINE,01/05/2019 09:35:00 AM +0000,-97.7425079,30.2648773,,http://162.89.13.145/CCTVImages/CCTV291.jpg,
307, LAMAR BLVD / MORROW ST,DESIRED,,,LOC16-002310,,NORTHEAST,"7,4",AUSTIN FULL PURPOSE,ROADWAY,,,7500, LAMAR BLVD,,701, MORROW ST,,5160315,11/19/2018 09:15:00 PM +0000,"(30.3439732, -97.7149658)",NO COMMUNICATION,11/18/2017 11:26:00 PM +0000,-97.7149658,30.3439732,,http://162.89.13.145/CCTVImages/CCTV307.jpg,1/4 Cent
310, LAMAR BLVD / 47TH ST (Triangle / State Offices),DESIRED,,,LOC16-004995,Triangle / State Offices,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,4601, LAMAR BLVD,,800, 47TH ST,,5158123,11/19/2018 09:15:00 PM +0000,"(30.31604, -97.7341919)",NO COMMUNICATION,11/18/2017 11:26:00 PM +0000,-97.7341919,30.31604,,http://162.89.13.145/CCTVImages/CCTV310.jpg,1/4 Cent
311, LAMAR BLVD / 40TH ST,TURNED_ON,06/12/2018,Advidia,LOC16-001000,,CENTRAL,"10,9",AUSTIN FULL PURPOSE,ROADWAY,,,3912, LAMAR BLVD,,1001, 40TH ST,,5157046,11/19/2018 09:15:00 PM +0000,"(30.3078613, -97.7413864)",ONLINE,06/13/2018 08:30:00 AM +0000,-97.7413864,30.3078613,,http://162.89.13.145/CCTVImages/CCTV311.jpg,1/4 Cent
312, LAMAR BLVD / 31ST ST,TURNED_ON,06/20/2018,Advidia,LOC16-005155,,CENTRAL,"10,9",AUSTIN FULL PURPOSE,ROADWAY,,,3006, LAMAR BLVD,,907, 31ST ST,,5156307,11/19/2018 09:15:00 PM +0000,"(30.3004322, -97.7461166)",ONLINE,06/21/2018 08:30:00 AM +0000,-97.7461166,30.3004322,,http://162.89.13.145/CCTVImages/CCTV312.jpg,1/4 Cent
313, LAMAR BLVD / 34TH ST,TURNED_ON,06/12/2018,Advidia,LOC16-000520,,CENTRAL,"10,9",AUSTIN FULL PURPOSE,ROADWAY,,,3400, LAMAR BLVD,,1001, 34TH ST,,5156542,11/19/2018 09:15:00 PM +0000,"(30.3027, -97.7447128)",ONLINE,06/13/2018 08:30:00 AM +0000,-97.7447128,30.3027,,http://162.89.13.145/CCTVImages/CCTV313.jpg,1/4 Cent
321, MANCHACA RD / JONES RD,TURNED_ON,06/09/2018,Advidia,LOC16-000945,,SOUTHWEST,5,AUSTIN FULL PURPOSE,ROADWAY,,,5100, MANCHACA RD,,2001, JONES RD,,5150932,11/19/2018 09:15:00 PM +0000,"(30.2207584, -97.7940674)",ONLINE,11/07/2018 09:35:00 AM +0000,-97.7940674,30.2207584,,http://162.89.13.145/CCTVImages/CCTV321.jpg,1/4 Cent
322,5900 BLK MANCHACA RD (Garrison Park),TURNED_ON,07/27/2017,Spectra Enhanced,LOC16-005185,Garrison Park,SOUTHWEST,5,AUSTIN FULL PURPOSE,ROADWAY,,,5900, MANCHACA RD,,,  ,,5150162,11/19/2018 09:15:00 PM +0000,"(30.212943, -97.801889)",ONLINE,11/07/2018 09:35:00 AM +0000,-97.801889,30.212943,,http://162.89.13.145/CCTVImages/CCTV322.jpg,1/4 Cent
323, MANCHACA RD / MATTHEWS LN,TURNED_ON,07/27/2017,Spectra Enhanced,LOC16-000965,,SOUTHWEST,5,AUSTIN FULL PURPOSE,ROADWAY,,,7100, MANCHACA RD,,2001, MATTHEWS LN,,5149803,11/19/2018 09:15:00 PM +0000,"(30.1999645, -97.8073349)",ONLINE,11/07/2018 09:35:00 AM +0000,-97.8073349,30.1999645,,http://162.89.13.145/CCTVImages/CCTV323.jpg,1/4 Cent
324, MANCHACA RD / DAVIS LN,TURNED_ON,07/31/2017,Spectra Enhanced,LOC16-000970,,SOUTHWEST,5,AUSTIN FULL PURPOSE,ROADWAY,,,8416, MANCHACA RD,,2001, DAVIS LN,,5149065,11/19/2018 09:15:00 PM +0000,"(30.1859264, -97.8163071)",ONLINE,11/07/2018 09:35:00 AM +0000,-97.8163071,30.1859264,,http://162.89.13.145/CCTVImages/CCTV324.jpg,1/4 Cent
331, CAMERON RD / CAMINO LA COSTA ,DESIRED,,,LOC16-005465,,NORTHEAST,"1,4",AUSTIN FULL PURPOSE,ROADWAY,,,6900, CAMERON RD,,1300, CAMINO LA COSTA ,,5162654,11/19/2018 09:15:00 PM +0000,"(30.323827, -97.6935791)",NO COMMUNICATION,11/18/2017 11:26:00 PM +0000,-97.6935791,30.323827,,http://162.89.13.145/CCTVImages/CCTV331.jpg,1/4 Cent
337, MARTIN LUTHER KING JR BLVD / ALEXANDER AVE,DESIRED,,,LOC16-004520,,NORTHEAST,1,AUSTIN FULL PURPOSE,ROADWAY,,,2809, MARTIN LUTHER KING JR BLVD,,1900, ALEXANDER AVE,,5161088,11/19/2018 09:15:00 PM +0000,"(30.2817059, -97.7094574)",NO COMMUNICATION,11/18/2017 11:26:00 PM +0000,-97.7094574,30.2817059,,http://162.89.13.145/CCTVImages/CCTV337.jpg,1/4 Cent
338, MARTIN LUTHER KING JR BLVD / E M FRANKLIN AVE,TURNED_ON,06/15/2018,Advidia,LOC16-004190,,NORTHEAST,1,AUSTIN FULL PURPOSE,ROADWAY,,,3600, MARTIN LUTHER KING JR BLVD,,2000, E M FRANKLIN AVE,,5162491,11/19/2018 09:15:00 PM +0000,"(30.2837296, -97.6960907)",ONLINE,06/16/2018 08:30:00 AM +0000,-97.6960907,30.2837296,,http://162.89.13.145/CCTVImages/CCTV338.jpg,1/4 Cent
339, MARTIN LUTHER KING JR BLVD / TANNEHILL LN,TURNED_ON,06/14/2018,Advidia,LOC16-004105,,NORTHEAST,1,AUSTIN FULL PURPOSE,ROADWAY,,,5600, MARTIN LUTHER KING JR BLVD,,4800, TANNEHILL LN,,5165251,11/19/2018 09:15:00 PM +0000,"(30.2863102, -97.6694107)",ONLINE,06/15/2018 08:30:00 AM +0000,-97.6694107,30.2863102,,http://162.89.13.145/CCTVImages/CCTV339.jpg,1/4 Cent
340,FM 969 RD / CRAIGWOOD DR,DESIRED,,,LOC16-003250,,NORTHEAST,1,AUSTIN FULL PURPOSE,ROADWAY,,,6311,FM 969 RD,,4900, CRAIGWOOD DR,,5165822,11/19/2018 09:15:00 PM +0000,"(30.2847252, -97.6598206)",NO COMMUNICATION,11/18/2017 11:26:00 PM +0000,-97.6598206,30.2847252,,http://162.89.13.145/CCTVImages/CCTV340.jpg,None Identified
341, 5TH ST / CAMPBELL ST,TURNED_ON,06/06/2018,Advidia,LOC16-002815,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,1600, 5TH ST,,500, CAMPBELL ST,,5153901,11/19/2018 09:15:00 PM +0000,"(30.2748566, -97.7648392)",ONLINE,06/07/2018 08:30:00 AM +0000,-97.7648392,30.2748566,,http://162.89.13.145/CCTVImages/CCTV341.jpg,1/4 Cent
306, LAMAR BLVD / BRENTWOOD ST,TURNED_ON,06/11/2018,Advidia,LOC16-000030,,NORTHEAST,"7,4",AUSTIN FULL PURPOSE,ROADWAY,,,6600, LAMAR BLVD,,801, BRENTWOOD ST,,5159639,01/01/2019 09:46:00 AM +0000,"(30.3339996, -97.7212448)",ONLINE,01/01/2019 09:35:00 AM +0000,-97.7212448,30.3339996,,http://162.89.13.145/CCTVImages/CCTV306.jpg,1/4 Cent
336, MARTIN LUTHER KING JR BLVD / COMAL ST,TURNED_ON,06/15/2018,Advidia,LOC16-002875,,NORTHEAST,1,AUSTIN FULL PURPOSE,ROADWAY,,,1500, MARTIN LUTHER KING JR BLVD,,1900, COMAL ST,,5159381,03/27/2019 08:45:00 AM +0000,"(30.2791042, -97.7251358)",ONLINE,03/27/2019 08:35:00 AM +0000,-97.7251358,30.2791042,,http://162.89.13.145/CCTVImages/CCTV336.jpg,1/4 Cent
342, 6TH ST / CAMPBELL ST,TURNED_ON,06/05/2018,Advidia,LOC16-001015,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,1600, 6TH ST,,500, CAMPBELL ST,,5153995,11/19/2018 09:15:00 PM +0000,"(30.2757683, -97.7642212)",ONLINE,08/04/2018 08:30:00 AM +0000,-97.7642212,30.2757683,,http://162.89.13.145/CCTVImages/CCTV342.jpg,1/4 Cent
343, 5TH ST / PRESSLER ST,TURNED_ON,06/05/2018,Advidia,LOC16-004680,,CENTRAL,9,AUSTIN FULL PURPOSE,BUILDING,,,1400, 5TH ST,,500, PRESSLER ST,,5154542,11/19/2018 09:15:00 PM +0000,"(30.272729, -97.760832)",ONLINE,06/06/2018 08:30:00 AM +0000,-97.760832,30.272729,,http://162.89.13.145/CCTVImages/CCTV343.jpg,1/4 Cent
344, 6TH ST / PRESSLER ST,DESIRED,,,LOC16-004730,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,1300, 6TH ST,,600, PRESSLER ST,,5154542,11/19/2018 09:15:00 PM +0000,"(30.273898, -97.760207)",NO COMMUNICATION,11/18/2017 11:26:00 PM +0000,-97.760207,30.273898,,http://162.89.13.145/CCTVImages/CCTV344.jpg,1/4 Cent
345, 6TH ST / BLANCO ST,TURNED_ON,06/09/2018,Advidia,LOC16-001610,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,1135, 6TH ST,,600, BLANCO ST,,5154932,11/19/2018 09:15:00 PM +0000,"(30.2727489, -97.7571259)",ONLINE,06/10/2018 08:30:00 AM +0000,-97.7571259,30.2727489,,http://162.89.13.145/CCTVImages/CCTV345.jpg,1/4 Cent
347, 5TH ST / WEST AVE,TURNED_ON,06/23/2018,Advidia,LOC16-001510,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,700, 5TH ST,,500, WEST AVE,,5155711,11/19/2018 09:15:00 PM +0000,"(30.26931, -97.7509537)",ONLINE,06/24/2018 08:30:00 AM +0000,-97.7509537,30.26931,,http://162.89.13.145/CCTVImages/CCTV347.jpg,1/4 Cent
348, 6TH ST / WEST AVE,TURNED_ON,06/09/2018,Advidia,LOC16-001455,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,700, 6TH ST,,600, WEST AVE,,5155766,11/19/2018 09:15:00 PM +0000,"(30.2702961, -97.7505875)",ONLINE,06/10/2018 08:30:00 AM +0000,-97.7505875,30.2702961,,http://162.89.13.145/CCTVImages/CCTV348.jpg,1/4 Cent
349, 6TH ST / NUECES ST,TURNED_ON,,Advidia,LOC16-001460,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,600, 6TH ST,,600, NUECES ST,,5156096,11/19/2018 09:15:00 PM +0000,"(30.2696285, -97.7484207)",ONLINE,06/06/2018 08:30:00 AM +0000,-97.7484207,30.2696285,,http://162.89.13.145/CCTVImages/CCTV349.jpg,1/4 Cent
350, 5TH ST / NUECES ST,TURNED_ON,06/05/2018,Advidia,LOC16-001515,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,600, 5TH ST,,500, NUECES ST,,5156046,11/19/2018 09:15:00 PM +0000,"(30.2686787, -97.7487793)",ONLINE,06/06/2018 08:30:00 AM +0000,-97.7487793,30.2686787,,http://162.89.13.145/CCTVImages/CCTV350.jpg,1/4 Cent
351, 6TH ST / GUADALUPE ST,TURNED_ON,06/05/2018,Advidia,LOC16-001465,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,400, 6TH ST,,600, GUADALUPE ST,,5156452,11/19/2018 09:15:00 PM +0000,"(30.2690239, -97.7462616)",ONLINE,06/06/2018 08:30:00 AM +0000,-97.7462616,30.2690239,,http://162.89.13.145/CCTVImages/CCTV351.jpg,1/4 Cent
352, 5TH ST / GUADALUPE ST,TURNED_ON,06/20/2018,Advidia,LOC16-001570,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,400, 5TH ST,,500, GUADALUPE ST,,5156387,11/19/2018 09:15:00 PM +0000,"(30.2680931, -97.7466354)",ONLINE,06/21/2018 08:30:00 AM +0000,-97.7466354,30.2680931,,http://162.89.13.145/CCTVImages/CCTV352.jpg,1/4 Cent
353, 5TH ST / LAVACA ST,TURNED_ON,06/06/2018,Advidia,LOC16-001525,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,300, 5TH ST,,500, LAVACA ST,,5156555,11/19/2018 09:15:00 PM +0000,"(30.2677956, -97.7455444)",ONLINE,06/07/2018 08:30:00 AM +0000,-97.7455444,30.2677956,,http://162.89.13.145/CCTVImages/CCTV353.jpg,1/4 Cent
354, 5TH ST / CONGRESS AVE,TURNED_ON,06/08/2018,Advidia,LOC16-001535,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,100, 5TH ST,,500, CONGRESS AVE,,5156914,11/19/2018 09:15:00 PM +0000,"(30.2671185, -97.7431717)",ONLINE,06/09/2018 08:30:00 AM +0000,-97.7431717,30.2671185,,http://162.89.13.145/CCTVImages/CCTV354.jpg,1/4 Cent
360, BRODIE LN / HARPERS FERRY LN,TURNED_ON,07/26/2017,Spectra Enhanced,LOC16-002070,,SOUTHWEST,"8,5",AUSTIN FULL PURPOSE,ROADWAY,,,7400, BRODIE LN,,3501, HARPERS FERRY LN,,5147555,11/19/2018 09:15:00 PM +0000,"(30.2070122, -97.834938)",ONLINE,11/07/2018 09:35:00 AM +0000,-97.834938,30.2070122,,http://162.89.13.145/CCTVImages/CCTV360.jpg,1/4 Cent
361, BRODIE LN / ALEXANDRIA DR,TURNED_ON,07/26/2017,Spectra Enhanced,LOC16-004245,,SOUTHWEST,"5,8",AUSTIN FULL PURPOSE,ROADWAY,,,8209, BRODIE LN,,3501, ALEXANDRIA DR,,5147204,11/19/2018 09:15:00 PM +0000,"(30.2008514, -97.8387375)",ONLINE,11/07/2018 09:35:00 AM +0000,-97.8387375,30.2008514,,http://162.89.13.145/CCTVImages/CCTV361.jpg,1/4 Cent
362, BRODIE LN / SILK OAK DR,TURNED_ON,07/26/2017,Spectra Enhanced,LOC16-003470,,SOUTHWEST,"5,8",AUSTIN FULL PURPOSE,ROADWAY,,,9000, BRODIE LN,,3413, SILK OAK DR,,5146665,11/19/2018 09:15:00 PM +0000,"(30.1907635, -97.8452148)",ONLINE,11/07/2018 09:35:00 AM +0000,-97.8452148,30.1907635,,http://162.89.13.145/CCTVImages/CCTV362.jpg,1/4 Cent
370, PLEASANT VALLEY RD / NUCKOLS CROSSING RD,TURNED_ON,05/24/2018,Advidia,LOC16-003180,,SOUTHEAST,2,AUSTIN FULL PURPOSE,ROADWAY,,,6201, PLEASANT VALLEY RD,,6112, NUCKOLS CROSSING RD,,5157009,11/19/2018 09:15:00 PM +0000,"(30.1844883, -97.7449036)",OFFLINE,07/03/2018 08:30:00 AM +0000,-97.7449036,30.1844883,,http://162.89.13.145/CCTVImages/CCTV370.jpg,1/4 Cent
366, SOUTHWEST PKWY / REPUBLIC OF TEXAS BLVD,DESIRED,,Advidia,LOC16-002595,,SOUTHWEST,8,AUSTIN FULL PURPOSE,ROADWAY,,,4400, SOUTHWEST PKWY,,4500, REPUBLIC OF TEXAS BLVD,,5147905,03/05/2019 02:34:00 PM +0000,"(30.2400837, -97.8302536)",OFFLINE,07/02/2018 08:30:00 AM +0000,-97.8302536,30.2400837,,http://162.89.13.145/CCTVImages/CCTV366.jpg,1/4 Cent
355, 6TH ST / SAN JACINTO BLVD,TURNED_ON,06/08/2018,Advidia,LOC16-001490,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,200, 6TH ST,,600, SAN JACINTO BLVD,,5157344,03/15/2019 08:45:00 AM +0000,"(30.267395, -97.7403717)",OFFLINE,03/15/2019 08:35:00 AM +0000,-97.7403717,30.267395,,http://162.89.13.145/CCTVImages/CCTV355.jpg,1/4 Cent
371, PLEASANT VALLEY RD / STASSNEY LN,TURNED_ON,02/08/2018,Advidia,LOC16-001685,,SOUTHEAST,2,AUSTIN FULL PURPOSE,ROADWAY,,,5205, PLEASANT VALLEY RD,,4610, STASSNEY LN,,5157006,03/27/2019 08:45:00 AM +0000,"(30.193985, -97.7446823)",ONLINE,03/27/2019 08:35:00 AM +0000,-97.7446823,30.193985,,http://162.89.13.145/CCTVImages/CCTV371.jpg,1/4 Cent
373,1 BLK S PLEASANT VALLEY RD (KREIG FIELD),TURNED_ON,05/03/2018,Advidia,LOC16-003595,KREIG FIELD,SOUTHWEST,3,AUSTIN FULL PURPOSE,ROADWAY,,,1, PLEASANT VALLEY RD,,,  ,,,11/19/2018 09:15:00 PM +0000,"(30.2460289, -97.7149734)",ONLINE,08/16/2018 08:30:00 AM +0000,-97.7149734,30.2460289,,http://162.89.13.145/CCTVImages/CCTV373.jpg,1/4 Cent
374, PLEASANT VALLEY RD / SOUTH LAKESHORE BLVD,TURNED_ON,01/08/2018,Sarix,LOC16-001925,,SOUTHWEST,3,AUSTIN FULL PURPOSE,ROADWAY,,,1100, PLEASANT VALLEY RD,,2206, SOUTH LAKESHORE BLVD,,5160383,11/19/2018 09:15:00 PM +0000,"(30.2425137, -97.7171478)",ONLINE,03/04/2018 03:30:00 PM +0000,-97.7171478,30.2425137,,http://162.89.13.145/CCTVImages/CCTV374.jpg,1/4 Cent
375, PLEASANT VALLEY RD / ELMONT DR,TURNED_ON,05/03/2018,Advidia,LOC16-001175,,SOUTHWEST,3,AUSTIN FULL PURPOSE,ROADWAY,,,1100, PLEASANT VALLEY RD,,2424, ELMONT DR,,5160122,11/19/2018 09:15:00 PM +0000,"(30.238802, -97.7195511)",ONLINE,07/20/2018 08:30:00 AM +0000,-97.7195511,30.238802,,http://162.89.13.145/CCTVImages/CCTV375.jpg,1/4 Cent
376, 5TH ST / PLEASANT VALLEY RD,TURNED_ON,03/07/2018,Advidia,LOC16-004115,,CENTRAL,3,AUSTIN FULL PURPOSE,ROADWAY,,,2715, 5TH ST,,400, PLEASANT VALLEY RD,,5160988,11/19/2018 09:15:00 PM +0000,"(30.256628, -97.7111053)",ONLINE,06/16/2018 08:30:00 AM +0000,-97.7111053,30.256628,,http://162.89.13.145/CCTVImages/CCTV376.jpg,None Identified
384, 7TH ST / SHADY LN,DESIRED,,,LOC16-001805,,CENTRAL,3,AUSTIN FULL PURPOSE,ROADWAY,,,4600, 7TH ST,,702, SHADY LN,,5162417,11/19/2018 09:15:00 PM +0000,"(30.2533531, -97.6975708)",NO COMMUNICATION,11/18/2017 11:26:00 PM +0000,-97.6975708,30.2533531,,http://162.89.13.145/CCTVImages/CCTV384.jpg,1/4 Cent
385, EXPOSITION BLVD / LAKE AUSTIN BLVD,TURNED_ON,02/23/2018,Advidia,LOC16-003695,,CENTRAL,10,AUSTIN FULL PURPOSE,ROADWAY,,,700, EXPOSITION BLVD,,2701, LAKE AUSTIN BLVD,,5152487,11/19/2018 09:15:00 PM +0000,"(30.2832127, -97.7767715)",ONLINE,02/24/2018 03:30:00 PM +0000,-97.7767715,30.2832127,,http://162.89.13.145/CCTVImages/CCTV385.jpg,1/4 Cent
386,2500 BLK LAKE AUSTIN BLVD (Hearn / UT Graduate Student Housing),TURNED_ON,05/31/2018,Advidia,LOC16-007155,Hearn / UT Graduate Student Housing,CENTRAL,10,AUSTIN FULL PURPOSE,ROADWAY,,,2500, LAKE AUSTIN BLVD,,,  ,,,11/19/2018 09:15:00 PM +0000,"(30.279402, -97.774177)",ONLINE,06/05/2018 08:30:00 AM +0000,-97.774177,30.279402,,http://162.89.13.145/CCTVImages/CCTV386.jpg,1/4 Cent
387, LAKE AUSTIN BLVD / VETERANS DR,TURNED_ON,05/23/2018,Advidia,LOC16-003685,,CENTRAL,10,AUSTIN FULL PURPOSE,ROADWAY,,,2304, LAKE AUSTIN BLVD,,2301, VETERANS DR,,5153038,11/19/2018 09:15:00 PM +0000,"(30.2776871, -97.7718658)",ONLINE,05/24/2018 08:30:00 AM +0000,-97.7718658,30.2776871,,http://162.89.13.145/CCTVImages/CCTV387.jpg,1/4 Cent
391, 45TH ST / BULL CREEK RD,TURNED_ON,06/18/2018,Advidia,LOC16-002840,,CENTRAL,"10,7",AUSTIN FULL PURPOSE,ROADWAY,,,2800, 45TH ST,,4400, BULL CREEK RD,,5155231,11/19/2018 09:15:00 PM +0000,"(30.3205681, -97.753479)",ONLINE,06/19/2018 08:30:00 AM +0000,-97.753479,30.3205681,,http://162.89.13.145/CCTVImages/CCTV391.jpg,1/4 Cent
392, MOPAC EXPY / 45TH ST,TURNED_ON,03/07/2018,Advidia,LOC16-002845,,CENTRAL,10,AUSTIN FULL PURPOSE,ROADWAY,,,4313, MOPAC EXPY,,2904, 45TH ST,,5155059,11/19/2018 09:15:00 PM +0000,"(30.3212357, -97.7548218)",ONLINE,03/08/2018 03:30:00 PM +0000,-97.7548218,30.3212357,,http://162.89.13.145/CCTVImages/CCTV392.jpg,1/4 Cent
393, 45TH ST / W 45TH TO MOPAC SB RAMP,TURNED_ON,03/07/2018,Advidia,LOC16-004355,,CENTRAL,10,AUSTIN FULL PURPOSE,ROADWAY,,,2916, 45TH ST,,, W 45TH TO MOPAC SB RAMP,,5154866,11/19/2018 09:15:00 PM +0000,"(30.3213959, -97.7563477)",ONLINE,03/08/2018 03:30:00 PM +0000,-97.7563477,30.3213959,,http://162.89.13.145/CCTVImages/CCTV393.jpg,1/4 Cent
394, 45TH ST / RED RIVER ST,TURNED_ON,02/28/2018,Advidia,LOC16-000340,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,800, 45TH ST,,4500, RED RIVER ST,,5159912,11/19/2018 09:15:00 PM +0000,"(30.3048534, -97.7196121)",ONLINE,05/23/2018 08:30:00 AM +0000,-97.7196121,30.3048534,,http://162.89.13.145/CCTVImages/CCTV394.jpg,1/4 Cent
395, 45TH ST / DUVAL ST,TURNED_ON,02/13/2018,Advidia,LOC16-000295,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,400, 45TH ST,,4500, DUVAL ST,,5159359,11/19/2018 09:15:00 PM +0000,"(30.3069954, -97.7245865)",ONLINE,03/24/2018 01:30:00 PM +0000,-97.7245865,30.3069954,,http://162.89.13.145/CCTVImages/CCTV395.jpg,1/4 Cent
400, MANOR RD / SUSQUEHANNA LN,TURNED_ON,08/03/2017,Spectra Enhanced,LOC16-003300,,NORTHEAST,1,AUSTIN FULL PURPOSE,ROADWAY,,,7001, MANOR RD,,3200, SUSQUEHANNA LN,,5165474,11/19/2018 09:15:00 PM +0000,"(30.3130779, -97.6650085)",ONLINE,06/05/2018 08:30:00 AM +0000,-97.6650085,30.3130779,,http://162.89.13.145/CCTVImages/CCTV400.jpg,1/4 Cent
401, MANOR RD / LOYOLA LN,TURNED_ON,08/03/2017,Spectra Enhanced,LOC16-002405,,NORTHEAST,1,AUSTIN FULL PURPOSE,ROADWAY,,,6700, MANOR RD,,3500, LOYOLA LN,,5165345,11/19/2018 09:15:00 PM +0000,"(30.3100624, -97.6671524)",ONLINE,06/05/2018 08:30:00 AM +0000,-97.6671524,30.3100624,,http://162.89.13.145/CCTVImages/CCTV401.jpg,1/4 Cent
403, SPRINGDALE RD / 12TH ST,TURNED_ON,08/01/2017,Spectra Enhanced,LOC16-002785,,NORTHEAST,1,AUSTIN FULL PURPOSE,ROADWAY,,,1200, SPRINGDALE RD,,4100, 12TH ST,,5163550,11/19/2018 09:15:00 PM +0000,"(30.2789841, -97.6870193)",ONLINE,01/09/2018 03:32:00 AM +0000,-97.6870193,30.2789841,,http://162.89.13.145/CCTVImages/CCTV403.jpg,1/4 Cent
390, ANDERSON MILL RD / POND SPRINGS RD,TURNED_ON,03/02/2018,Advidia,LOC16-003175,,NORTHWEST,6,AUSTIN FULL PURPOSE,ROADWAY,,,9320, ANDERSON MILL RD,,13400, POND SPRINGS RD,,5151165,01/01/2019 09:47:00 AM +0000,"(30.4503841, -97.7853088)",ONLINE,01/01/2019 09:35:00 AM +0000,-97.7853088,30.4503841,,http://162.89.13.145/CCTVImages/CCTV390.jpg,1/4 Cent
372, BEN WHITE BLVD SVRD / TODD LN,TURNED_ON,03/08/2018,Advidia,LOC16-002855,,SOUTHEAST,2,AUSTIN FULL PURPOSE,ROADWAY,,,2237, BEN WHITE BLVD SVRD,,3701, TODD LN,,5158368,04/10/2019 04:56:00 PM +0000,"(30.2149239, -97.7352905)",OFFLINE,04/02/2019 08:35:00 AM +0000,-97.7352905,30.2149239,,http://162.89.13.145/CCTVImages/CCTV372.jpg,1/4 Cent
405, DEAN KEETON ST / MEDICAL ARTS ST,TURNED_ON,08/15/2017,Spectra Enhanced,LOC16-000320,,CENTRAL,"1,9",AUSTIN FULL PURPOSE,ROADWAY,,,818, DEAN KEETON ST,,2900, MEDICAL ARTS ST,,5158913,11/19/2018 09:15:00 PM +0000,"(30.2883301, -97.7291336)",ONLINE,01/09/2018 03:32:00 AM +0000,-97.7291336,30.2883301,,http://162.89.13.145/CCTVImages/CCTV405.jpg,1/4 Cent
406, DEAN KEETON ST / SPEEDWAY ,TURNED_ON,02/06/2018,Advidia,LOC16-000270,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,100, DEAN KEETON ST,,2400, SPEEDWAY ,,5157794,11/19/2018 09:15:00 PM +0000,"(30.2894573, -97.7368088)",ONLINE,02/07/2018 03:30:00 PM +0000,-97.7368088,30.2894573,,http://162.89.13.145/CCTVImages/CCTV406.jpg,1/4 Cent
407, DEAN KEETON ST / WICHITA ST,TURNED_ON,06/07/2018,Advidia,LOC16-000260,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,100, DEAN KEETON ST,,2600, WICHITA ST,,5157607,11/19/2018 09:15:00 PM +0000,"(30.2895603, -97.7379913)",ONLINE,06/08/2018 08:30:00 AM +0000,-97.7379913,30.2895603,,http://162.89.13.145/CCTVImages/CCTV407.jpg,1/4 Cent
408, DEAN KEETON ST / UNIVERSITY AVE,TURNED_ON,03/13/2018,Advidia,LOC16-000305,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,200, DEAN KEETON ST,,2600, UNIVERSITY AVE,,5157439,11/19/2018 09:15:00 PM +0000,"(30.2896271, -97.7390747)",ONLINE,03/14/2018 01:30:00 PM +0000,-97.7390747,30.2896271,,http://162.89.13.145/CCTVImages/CCTV408.jpg,1/4 Cent
409, DEAN KEETON ST / WHITIS AVE,TURNED_ON,06/07/2018,Advidia,LOC16-000325,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,300, DEAN KEETON ST,,2600, WHITIS AVE,,5157276,11/19/2018 09:15:00 PM +0000,"(30.2897549, -97.7402496)",ONLINE,06/08/2018 08:30:00 AM +0000,-97.7402496,30.2897549,,http://162.89.13.145/CCTVImages/CCTV409.jpg,1/4 Cent
